warehouse_source,country,category,subcategory,records,buyers,median_estimated_value,median_bidders,one_bidder_rows
United Kingdom,United Kingdom,Other,Electrotechnical equipment,1,1,,,0
Canada federal,Canada,Other,*Renovation of buildings or landmarks or monuments *Commercial and office building construction services *Commercial and office building new construction service *Commercial and office building renovation and repair service,1,1,,,0
United Kingdom,United Kingdom,Other,Construction work for bridges,1,1,,,0
United Kingdom,United Kingdom,Other,Surgical laser,1,1,,,0
United Kingdom,United Kingdom,Other,Workstations,1,1,,,0
Canada federal,Canada,Other,*Office furniture installation or reconfiguration service *Office furniture repair service *Mailing or mail pick up or delivery services,1,1,,,0
United Kingdom,United Kingdom,Other,Pipe fittings,1,1,,,0
Canada federal,Canada,Other,*Distance learning services *Certificated distance learning services *Non certificated distance learning services,1,1,,,0
Canada federal,Canada,Other,*Basic steels *Stainless steel alloys *High speed steels *Steel pilings *Steel plate joist *Steel framework *Carbon steel bars *Steel alloy bars *Tool steel bars *Specialty steel bars *Carbon steel sheets *Steel alloy sheets *Specialty steel sheets *Specialty steel coils *Stainless steel bars *Stainless steel sheets *Stainless steel coil *Stainless steel strips,1,1,,,0
Canada federal,Canada,Other,*General building construction *Heating and cooling and air conditioning HVAC construction and maintenance services,1,1,,,0
Canada federal,Canada,Other,*Robot machines,1,1,,,0
Canada federal,Canada,Other,*Floor sweepers,1,1,,,0
United Kingdom,United Kingdom,Other,Anti-corrosion products,1,1,415000.0,,0
Canada federal,Canada,Other,*Business and corporate management consultation services *Business intelligence consulting services *Customs consulting service *Business administration services *Security and protection software maintenance,1,1,,,0
United Kingdom,United Kingdom,Other,Repair and maintenance services of trucks,1,1,600000.0,,0
Canada federal,Canada,Other,*Specialized trade construction and maintenance services *Electric power system construction service,1,1,,,0
Canada federal,Canada,Other,*Laboratory and scientific equipment *Laboratory blending and dispersing and homogenizing equipment and supplies *Laboratory blenders or emulsifiers,1,1,,,0
Canada federal,Canada,Other,*Laboratory furnaces and accessories *Programmable box furnaces,1,1,,,0
United Kingdom,United Kingdom,Other,Disposable personal wipes,1,1,,,0
United Kingdom,United Kingdom,Other,Crane and dumper trucks,1,1,940000.0,,0
Canada federal,Canada,Other,*Analytical or scientific software *Heating and cooling and air conditioning HVAC installation and maintenance service,1,1,,,0
United Kingdom,United Kingdom,Other,"Intelligence, surveillance, target acquisition and reconnaissance",1,1,,,0
Canada federal,Canada,Other,*Flight control software,1,1,,,0
United Kingdom,United Kingdom,Other,Sewer survey services,1,1,,,0
United Kingdom,United Kingdom,Other,Engineering studies,1,1,,,0
Canada federal,Canada,Other,*Mixers and their parts and accessories *Batch mixers *Continuous mixers *Mixers or agitators,1,1,,,0
Canada federal,Canada,Other,*Gas main construction service,1,1,,,0
United Kingdom,United Kingdom,Other,Animal or vegetable oils,1,1,2000000.0,,0
Canada federal,Canada,Other,*Cellular antenna,1,1,,,0
Canada federal,Canada,Other,*Safety compliance or accident reporting service *Business and corporate management consultation services *Management support services,1,1,,,0
United Kingdom,United Kingdom,Other,Bus garage construction work,1,1,,,0
Canada federal,Canada,Other,*High pressure die castings and casting assemblies,1,1,,,0
United Kingdom,United Kingdom,Other,Environmental monitoring for construction,1,1,713000.0,,0
Canada federal,Canada,Other,*Cooling equipment and parts and accessories *Laboratory cooling equipment,1,1,,,0
Canada federal,Canada,Other,*Fire sprinkler systems *Fire protection system and equipment maintenance or repair service *Plumbing system maintenance or repair *Plumbing and heating and air conditioning *Plumbing system maintenance or repair *Boiler and furnace construction and maintenance services *Plumbing construction services *HVAC mechanical construction service *HVAC process piping construction service *HVAC solar energy construction service *HVAC ventilation and duct work construction service *Plumbing or sewer inspection service,1,1,,,0
United Kingdom,United Kingdom,Other,Digital-TV boxes,1,1,70000.0,,0
United Kingdom,United Kingdom,Other,Various pipe fittings,1,1,,,0
United Kingdom,United Kingdom,Other,Wind turbine generators,1,1,,,0
United Kingdom,United Kingdom,Other,Taxiway construction work,1,1,5320000.0,,0
United Kingdom,United Kingdom,Other,Electron-beam recorders,1,1,,,0
Canada federal,Canada,Other,*Specialized public building construction services *Lighting installation services *Masonry and stonework services *Concrete installation and repair services,1,1,,,0
Canada federal,Canada,Other,*Precast concrete element *Concrete work *Masonry and stonework services,1,1,,,0
Canada federal,Canada,Other,*Management advisory services *Information technology IT management services *Computer services *Information services,1,1,,,0
Canada federal,Canada,Other,*Multiple unit dwelling construction services *Residential construction *Apartment construction,1,1,,,0
United Kingdom,United Kingdom,Other,Sewage disposal services,1,1,,,0
Canada federal,Canada,Other,*Waste material handling and recycling systems *Waste collection vehicle or garbage truck *Waste containers and accessories *Waste containers or rigid liners *Hazardous waste container *Refuse disposal and treatment *Refuse collection and disposal *Garbage collection or destruction or processing or disposal *Street cleaning services *Inorganic waste collection and disposal *Post event refuse collection and clean up service *Nonhazardous waste disposal *Garbage dump *Refuse treatment *Landfill for non hazardous generic waste *Landfill for non hazardous special waste *Incineration for non hazardous generic waste *Incineration for non hazardous special waste *Refuse disposal and treatment fees,1,1,,,0
Canada federal,Canada,Other,*High frequency induction vacuum melting furnace *Laboratory furnaces and accessories,1,1,,,0
United Kingdom,United Kingdom,Other,Psychology testing devices,1,1,300000.0,,0
United Kingdom,United Kingdom,Other,Insulating fittings,1,1,,,0
United Kingdom,United Kingdom,Other,Pasta products,1,1,,,0
Canada federal,Canada,Other,*Passenger railway transportation,1,1,,,0
Canada federal,Canada,Other,*Pollutants tracking and monitoring and rehabilitation services,1,1,,,0
Canada federal,Canada,Other,*Residential building construction services *Single family dwelling construction services *Multiple unit dwelling construction services *Nonresidential building construction services *Commercial and office building construction services *Specialized public building construction services *General building construction *Residential construction *Apartment construction *Specialized trade construction and maintenance services *Plumbing construction services *Heating and cooling and air conditioning HVAC construction and maintenance services,1,1,,,0
Canada federal,Canada,Other,*Software *Data management and query software *Industry specific software *Network applications software *Network management software *Networking software *Operating environment software *Security and protection software *Information exchange software,1,1,,,0
United Kingdom,United Kingdom,Other,Downhole vibration control services,1,1,800000.0,,0
Canada federal,Canada,Other,*Fire alarm systems *Electrical cable laying service *Electrical system services *Electrical inspection service *Electrical equipment maintenance and repair service *Fire alarm maintenance or monitoring,1,1,,,0
United Kingdom,United Kingdom,Other,Computer terminals,1,1,,,0
United Kingdom,United Kingdom,Other,Lock gates,1,1,,,0
Canada federal,Canada,Other,*Plumbing system maintenance or repair *Gas fitting installation service,1,1,,,0
Canada federal,Canada,Other,*Fire protection *Fire prevention *Fire alarm systems *Fire sprinkler systems,1,1,,,0
United Kingdom,United Kingdom,Other,Cesspool or septic tank emptying services,1,1,,,0
United Kingdom,United Kingdom,Other,Training shoes,1,1,,,0
Canada federal,Canada,Other,*Roofing and siding and sheet metal work *Facility maintenance and repair services *Welding and brazing and soldering services,1,1,,,0
Canada federal,Canada,Other,*Accounting services *Audit services *Corporate finance,1,1,,,0
United Kingdom,United Kingdom,Other,Operating theatre construction work,1,1,3000000.0,,0
United Kingdom,United Kingdom,Other,Electricity box covers,1,1,,,0
Canada federal,Canada,Other,*Personal safety devices or weapons,1,1,,,0
United Kingdom,United Kingdom,Other,Downhole services,1,1,800000.0,,0
Canada federal,Canada,Other,"*Workplace safety training aids and materials *Training process as a service *Safety training services *Training planning, facilitation and delivery services *Marine security services",1,1,,,0
Canada federal,Canada,Other,*Industrial laundry and dry cleaning equipment *Clothing *Clothing rental,1,1,,,0
Canada federal,Canada,Other,*Liquid chromatographs,1,1,,,0
United Kingdom,United Kingdom,Other,Other miscellaneous construction materials,1,1,,,0
United Kingdom,United Kingdom,Other,Cable fasteners,1,1,800000.0,,0
United Kingdom,United Kingdom,Other,Non-drinking water,1,1,,,0
United Kingdom,United Kingdom,Other,Machines for the production of plastic windows and frames,1,1,479000.0,,0
United Kingdom,United Kingdom,Other,Ice cream,1,1,270000.0,,0
United Kingdom,United Kingdom,Other,Aerial spraying services,1,1,,,0
United Kingdom,United Kingdom,Other,Timetables,1,1,400500.0,,0
Canada federal,Canada,Other,*Compensated legal participation services,1,1,,,0
Canada federal,Canada,Other,*Recreational motorboats,1,1,,,0
United Kingdom,United Kingdom,Other,Test tubes,1,1,2000000.0,,0
United Kingdom,United Kingdom,Other,"Coal gas, mains gas or similar gases",1,1,,,0
United Kingdom,United Kingdom,Other,General Mobile Radio Services/Family Radio Services (GMRS/FRS),1,1,,,0
United Kingdom,United Kingdom,Other,Horse riding school services,1,1,544184.0,,0
United Kingdom,United Kingdom,Other,Poultry,1,1,,,0
United Kingdom,United Kingdom,Other,Vacant-land sale services,1,1,1000000.0,,0
United Kingdom,United Kingdom,Other,Harbour equipment maintenance services,1,1,,,0
United Kingdom,United Kingdom,Other,Satellite communications equipment,1,1,,,0
Canada federal,Canada,Other,*Monitor arms or stands *Office furniture *Furniture tops or work surfaces *Office furniture installation or reconfiguration service,1,1,,,0
United Kingdom,United Kingdom,Other,Enhanced Messaging Service (EMS) services,1,1,200000.0,,0
United Kingdom,United Kingdom,Other,Primary cells,1,1,,,0
Canada federal,Canada,Other,*Relocation services *Material packing and handling *Storage *Transport services,1,1,,,0
United Kingdom,United Kingdom,Other,Scanning and invoicing services,1,1,,,0
Canada federal,Canada,Other,*Institutional food services equipment *Food preparation equipment,1,1,,,0
Canada federal,Canada,Other,*Building and facility maintenance and repair services *Nonresidential building construction services *General building construction,1,1,,,0
United Kingdom,United Kingdom,Other,Architectural services for outdoor areas,1,1,,,0
United Kingdom,United Kingdom,Other,"Pressure-reducing, control, check or safety valves",1,1,,,0
United Kingdom,United Kingdom,Other,Pressure gauges,1,1,,,0
Canada federal,Canada,Other,*Risk management consultation service *Project management *Change management communication and advisory service,1,1,,,0
Canada federal,Canada,Other,*Uniforms *Furniture *Showcases *Interior design or decorating *Food and beverage industries *Transport services *Sponsorships,1,1,,,0
United Kingdom,United Kingdom,Other,Gas supply mains construction work,1,1,,,0
Canada federal,Canada,Other,*Security and personal safety *Detective services,1,1,,,0
Canada federal,Canada,Other,*Building and facility maintenance and repair services *Commercial and office building construction services *Commercial and office building new construction service,1,1,,,0
Canada federal,Canada,Other,*Flooring service *Floor covering installation or maintenance *Floor laying services,1,1,,,0
United Kingdom,United Kingdom,Other,Special-purpose mobile containers,1,1,500000.0,,0
United Kingdom,United Kingdom,Other,"Parts of transformers, inductors and static converters",1,1,,,0
Canada federal,Canada,Other,*Communications Devices and Accessories *Components for information technology or broadcasting or telecommunications *Data Voice or Multimedia Network Equipment or Platforms and Accessories,1,1,,,0
Canada federal,Canada,Other,*Office supplies *Stamps,1,1,,,0
United Kingdom,United Kingdom,Other,Elevator-platforms trucks,1,1,,,0
Canada federal,Canada,Other,*Software *Distance learning systems,1,1,,,0
Canada federal,Canada,Other,*Software *Business function specific software *Content management software *Data management and query software *Network applications software *Network management software *Networking software *System management software,1,1,,,0
United Kingdom,United Kingdom,Other,Car park cleaning services,1,1,800000.0,,0
Canada federal,Canada,Other,*Material handling machinery and equipment *Industrial trucks *Forklifts,1,1,,,0
United Kingdom,United Kingdom,Other,Canvas items,1,1,,,0
Canada federal,Canada,Other,*Expert witness service,1,1,,,0
United Kingdom,United Kingdom,Other,Construction work for petrochemical plant,1,1,,,0
Canada federal,Canada,Other,*Media relations services *Media training and coaching service,1,1,,,0
United Kingdom,United Kingdom,Other,Scientific prospecting services,1,1,7000000.0,,0
United Kingdom,United Kingdom,Other,"Stone for construction, limestone, gypsum and slate",1,1,,,0
United Kingdom,United Kingdom,Other,Dining-room furniture,1,1,,,0
United Kingdom,United Kingdom,Other,Aircraft and spacecraft,1,1,,,0
United Kingdom,United Kingdom,Other,Network upgrade,1,1,,,0
United Kingdom,United Kingdom,Other,Reinforced-concrete structures,1,1,,,0
United Kingdom,United Kingdom,Other,Parcel transport services,1,1,,,0
Canada federal,Canada,Other,*Industrial freezers *Low temperature freezers,1,1,,,0
Canada federal,Canada,Other,*Strategic planning consultation services *Process and procedures management consultation service,1,1,,,0
United Kingdom,United Kingdom,Other,Beach cleaning services,1,1,,,0
United Kingdom,United Kingdom,Other,Electric conductors for data and control purposes,1,1,,,0
United Kingdom,United Kingdom,Other,Masonry work,1,1,,,0
Canada federal,Canada,Other,*Exterior vehicle lighting *Interior vehicle lighting,1,1,,,0
United Kingdom,United Kingdom,Other,Beds and bedding and specialist soft furnishings,1,1,14000000.0,,0
United Kingdom,United Kingdom,Other,Invalid carriages and wheelchairs,1,1,,,0
Canada federal,Canada,Other,*Workplace safety equipment and supplies and training materials *Workplace safety training aids and materials,1,1,,,0
United Kingdom,United Kingdom,Other,Maritime safety inspection services,1,1,200000.0,,0
United Kingdom,United Kingdom,Other,Oceanography and hydrology services,1,1,,,0
United Kingdom,United Kingdom,Other,Bowsers,1,1,,,0
United Kingdom,United Kingdom,Other,Financial market regulatory services,1,1,,,0
Canada federal,Canada,Other,*Communications Devices and Accessories *Components for information technology or broadcasting or telecommunications *Computer Equipment and Accessories *Data Voice or Multimedia Network Equipment or Platforms and Accessories *Software,1,1,,,0
Canada federal,Canada,Other,*Temporary personnel services *Banquet and catering services,1,1,,,0
United Kingdom,United Kingdom,Other,Navigational and meteorological instruments,1,1,226800.0,,0
United Kingdom,United Kingdom,Other,Track rails,1,1,7500000.0,,0
Canada federal,Canada,Other,*Tables *Office furniture,1,1,,,0
Canada federal,Canada,Other,*Sculptors services,1,1,,,0
Canada federal,Canada,Other,*Exterior lighting fixtures and accessories *Portable and Temporary Lighting and accessories *Lighting or power or data components for panel systems *Lighting installation services *Lighting maintenance services *Public or outdoor artwork or decorative fixture installation and maintenance,1,1,,,0
Canada federal,Canada,Other,*Park and garden construction and or remodelling service,1,1,,,0
Canada federal,Canada,Other,*Asbestos removal or encapsulation *Air quality management *Water or aqueous testing,1,1,,,0
Canada federal,Canada,Other,*Air conditioning installation or maintenance or repair service *Air conditioning installation or maintenance or repair services,1,1,,,0
Canada federal,Canada,Other,*Transportation components and systems *Signage and accessories,1,1,,,0
Canada federal,Canada,Other,*Application implementation services *Computer programmers,1,1,,,0
TED,HU,Language,Translation / transcription,1,1,,,0
Canada federal,Canada,Other,*Furniture storage,1,1,,,0
TED,CI,Creative / communications,Design / publishing,1,1,1429475.0,,0
TED,RWA,Monitoring / research,Monitoring / analysis,1,1,550000.0,,0
Canada federal,Canada,Other,*Environmental monitoring *Environmental quality control services,1,1,,,0
TED,STP,Other,UNKNOWN,1,1,1300000.0,,0
Canada federal,Canada,Other,*Electrical cable and accessories *Electrical safety devices and accessories,1,1,,,0
TED,DK,Language,Translation / transcription,1,1,5718896.0,,0
TED,JM,Creative / communications,Design / publishing,1,1,450000.0,,0
TED,MNE,Automation / software,Software / automation,1,1,,,0
TED,1A0,Creative / communications,Design / publishing,1,1,600000.0,,0
TED,URY,Other,UNKNOWN,1,1,4340000.0,,0
TED,TTO,Other,UNKNOWN,1,1,1220000.0,,0
TED,AZ,Other,UNKNOWN,1,1,2900000.0,,0
TED,1A,Automation / software,Software / automation,1,1,,,0
Canada federal,Canada,Other,*Electrical components *Electrical equipment and components and supplies *Electrical controls and accessories *Electrical hardware and supplies *Electrical safety devices and accessories *Computer rack component *Computer Equipment and Accessories,1,1,,,0
TED,USA,Monitoring / research,Monitoring / analysis,1,1,1980000.0,,0
Canada federal,Canada,Other,*Money counting machines,1,1,,,0
Canada federal,Canada,Other,*Network monitoring software,1,1,,,0
TED,ISR,Creative / communications,Design / publishing,1,1,635593.0,,0
TED,PH,Creative / communications,Design / publishing,1,1,1500000.0,,0
Canada federal,Canada,Other,*Development software *Software or hardware engineering,1,1,,,0
TED,MDV,Creative / communications,Design / publishing,1,1,,,0
Canada federal,Canada,Other,*Printer or copier paper *Office supplies,1,1,,,0
Canada federal,Canada,Other,*Trophies *Certificates,1,1,,,0
Canada federal,Canada,Other,*Cameras *Safety and security system installation services,1,1,,,0
Canada federal,Canada,Other,*Office furniture *Computer support furniture *Office furniture installation or reconfiguration service,1,1,,,0
TED,CI,Automation / software,IT services / software,1,1,500000.0,,0
Canada federal,Canada,Other,*Biological control services *Microbiological testing *Microbiological testing of soil or sludge or solid waste *Biological science services *Aerobiological science services *Biological laboratory services,1,1,,,0
United Kingdom,United Kingdom,Other,Coastal-defence works,1,1,,,0
United Kingdom,United Kingdom,Other,Photocopying services,1,1,,,0
United Kingdom,United Kingdom,Other,Ancillary works for pipelines and cables,1,1,125000000.0,,0
United Kingdom,United Kingdom,Other,Construction work for kindergarten buildings,1,1,,,0
United Kingdom,United Kingdom,Other,Drainage system,1,1,,,0
United Kingdom,United Kingdom,Other,Berets,1,1,1500000.0,,0
United Kingdom,United Kingdom,Other,Energy meters,1,1,,,0
United Kingdom,United Kingdom,Other,Food containers,1,1,,,0
United Kingdom,United Kingdom,Other,Ring road construction work,1,1,60000000.0,,0
Canada federal,Canada,Other,*Biological control services *Biological laboratory services,1,1,,,0
Canada federal,Canada,Other,*Postmortem and mortuary equipment and supplies,1,1,,,0
United Kingdom,United Kingdom,Other,Reconditioning services of rolling stock seats,1,1,420000.0,,0
United Kingdom,United Kingdom,Other,Print finishing services,1,1,1.0,,0
United Kingdom,United Kingdom,Other,Holiday centre and holiday home services,1,1,,,0
United Kingdom,United Kingdom,Other,Pads,1,1,,,0
United Kingdom,United Kingdom,Other,Fire hoses,1,1,,,0
United Kingdom,United Kingdom,Other,Trust and custody services,1,1,60000000.0,,0
United Kingdom,United Kingdom,Other,Construction work for pharmaceutical plant,1,1,250000.0,,0
United Kingdom,United Kingdom,Other,Radio studio or equipment services,1,1,240000.0,,0
Canada federal,Canada,Other,*Securing and protecting supplies *Security wire *Security and protection software *Security and control equipment *Locks and security hardware and accessories *Security or access control systems *Safety and security system installation services *Security systems services,1,1,,,0
United Kingdom,United Kingdom,Other,Plumbing consultancy services,1,1,,,0
United Kingdom,United Kingdom,Other,Injectable solutions,1,1,,,0
United Kingdom,United Kingdom,Other,Time control system or working time recorder,1,1,,,0
United Kingdom,United Kingdom,Other,"Construction work for pipelines, communication and power lines",1,1,,,0
Canada federal,Canada,Other,*Environmental laboratory services *Volatile organic compounds testing,1,1,,,0
United Kingdom,United Kingdom,Other,Haematology analysers,1,1,,,0
United Kingdom,United Kingdom,Other,Pavilion construction work,1,1,150000.0,,0
Canada federal,Canada,Other,*Drain or pipe cleaning equipment,1,1,,,0
United Kingdom,United Kingdom,Other,Pressure-measuring equipment,1,1,,,0
Canada federal,Canada,Other,*Asphalts *Asphalt *Pavement marking service *Parking facility construction and equipment installation and maintenance and repair services *Parking lot maintenance *Civil engineering,1,1,,,0
United Kingdom,United Kingdom,Other,Whiteboards,1,1,,,0
Canada federal,Canada,Other,*Motor or generator components *Power generators,1,1,,,0
United Kingdom,United Kingdom,Other,Christmas trees and other assemblies of valves,1,1,280000.0,,0
United Kingdom,United Kingdom,Other,Scales,1,1,,,0
United Kingdom,United Kingdom,Other,Freezing equipment,1,1,,,0
United Kingdom,United Kingdom,Other,Barcode readers,1,1,,,0
United Kingdom,United Kingdom,Other,Pulmonary specialists services,1,1,16000000.0,,0
United Kingdom,United Kingdom,Other,Washing installation,1,1,,,0
United Kingdom,United Kingdom,Other,Equipment for swimming pools,1,1,,,0
United Kingdom,United Kingdom,Other,Steering devices for invalid carriages,1,1,65000.0,,0
United Kingdom,United Kingdom,Other,Renting or leasing services of own property,1,1,,,0
United Kingdom,United Kingdom,Other,Headphones,1,1,,,0
TED,SSD,Other,UNKNOWN,1,1,990000.0,,0
Canada federal,Canada,Other,*Printer and photocopier and facsimile accessories,1,1,,,0
United Kingdom,United Kingdom,Other,Paediatric or urologist services,1,1,,,0
Canada federal,Canada,Other,*Systems integration design *Operating system programming services *System or application programming management service *Computer graphics service *Computer programmers *Systems planning services *Computer or network or internet security *System analysis service *Security and protection software maintenance,1,1,,,0
TED,TH,Automation / software,IT services / software,1,1,7440000.0,,0
Canada federal,Canada,Other,*Warehousing equipment and supplies *File archive storage,1,1,,,0
United Kingdom,United Kingdom,Other,Hands-free set,1,1,,,0
Canada federal,Canada,Other,*Accommodation furniture *Commercial and industrial furniture *Panel systems *Casegood and non modular systems *Freestanding furniture *Computer support furniture *Seating *Desking systems *Office furniture installation or reconfiguration service,1,1,,,0
United Kingdom,United Kingdom,Other,Well-support services,1,1,,,0
United Kingdom,United Kingdom,Other,Processing and clearing services,1,1,,,0
United Kingdom,United Kingdom,Other,Encoders,1,1,,,0
United Kingdom,United Kingdom,Other,Pumping station construction work,1,1,,,0
United Kingdom,United Kingdom,Other,Archive shelving,1,1,,,0
United Kingdom,United Kingdom,Other,Installation of suspended ceilings,1,1,2000000.0,,0
Canada federal,Canada,Other,*Transportation *Storage and Warehousing,1,1,,,0
United Kingdom,United Kingdom,Other,Epaulettes,1,1,,,0
United Kingdom,United Kingdom,Other,Services provided by individual artists,1,1,,,0
United Kingdom,United Kingdom,Other,"Bends, tees and pipe fittings",1,1,,,0
United Kingdom,United Kingdom,Other,Nature reserve services,1,1,,,0
United Kingdom,United Kingdom,Other,Pleasure and sporting boats,1,1,750000.0,,0
United Kingdom,United Kingdom,Other,Railway depot construction work,1,1,,,0
United Kingdom,United Kingdom,Other,Folders,1,1,,,0
Canada federal,Canada,Other,*Data processing or preparation services *Production statistics collection or analysis services,1,1,,,0
United Kingdom,United Kingdom,Other,Primary batteries,1,1,1600000.0,,0
United Kingdom,United Kingdom,Other,Adhesive dressings,1,1,34000000.0,,0
United Kingdom,United Kingdom,Other,Magnetic resonance scanners,1,1,,,0
United Kingdom,United Kingdom,Other,Television production services,1,1,180000.0,,0
TED,PS,Other,UNKNOWN,1,1,,,0
TED,XKX,Automation / software,Software / automation,1,1,,,0
TED,PHL,Other,UNKNOWN,1,1,94800000.0,,0
Canada federal,Canada,Other,*Publicity and marketing advisory service *E-commerce system software as a service,1,1,,,0
TED,IND,Web,Website / CMS,1,1,10100000000000.0,,0
Canada federal,Canada,Other,*Ergonomic support aids *Individual health screening and assessment services *Individual health assessment,1,1,,,0
Canada federal,Canada,Other,*Security and control equipment *Security or access control systems *Safety and security system installation services,1,1,,,0
TED,CYP,Web,Website / CMS,1,1,708923.0,,0
TED,DZA,Other,UNKNOWN,1,1,594000000.0,,0
TED,PT,Web,Website / CMS,1,1,178425.0,,0
Canada federal,Canada,Other,*Industrial refrigeration *Walk in refrigerators *Cold storage room *Walk in freezers *Refrigerated and heated walk in environmental or growth chambers *Plumbing and heating and air conditioning *Air conditioning installation or maintenance or repair services *HVAC refrigeration construction service,1,1,,,0
TED,BF,Creative / communications,Design / publishing,1,1,1849175.0,,0
TED,MU,Document / data,Digitization / OCR,1,1,1174780.0,,0
TED,KH,Automation / software,Software / automation,1,1,164000.0,,0
TED,GHA,Creative / communications,Design / publishing,1,1,2000000.0,,0
TED,CPV,Creative / communications,Design / publishing,1,1,18000000.0,,0
Canada federal,Canada,Other,*Animal vaccination services *Veterinary administration *Animal hospital services *Animal control and welfare services,1,1,,,0
Canada federal,Canada,Other,*Boilers *Boiler installation or adjustment or maintenance or repair services *Boiler and furnace construction and maintenance services *Boiler maintenance service *Boiler installation and setup service *Boiler pressure controller installation *Boiler pressure controller maintenance or repair or operation,1,1,,,0
Canada federal,Canada,Other,*Electric power systems installation or service,1,1,,,0
Canada federal,Canada,Other,*Household assistance and care,1,1,,,0
Canada federal,Canada,Other,*Infrastructure maintenance and repair services *Heating system maintenance and repair service,1,1,,,0
TED,RE,Creative / communications,Design / publishing,1,1,,,0
Canada federal,Canada,Other,*Fencing *Parks and gardens and orchards,1,1,,,0
Canada federal,Canada,Other,*Economic or financial evaluation of projects *Real estate services *Real estate management services *Demining risk analysis or assessment or evaluation service,1,1,,,0
TED,VEN,Other,UNKNOWN,1,1,7380000.0,,0
TED,NE,Creative / communications,Design / publishing,1,1,,,0
TED,EE,Automation / software,IT services / software,1,1,18384623.0,,0
TED,SI,Language,Translation / transcription,1,1,279744.4,,0
Canada federal,Canada,Other,*Financial and Insurance Services *Banking and investment *Funds transfer and clearance and exchange services *Remittance processing services,1,1,,,0
Canada federal,Canada,Other,*Pipe backup flanges *Pipe blind flanges *Pipe lapjoint flanges *Pipe long weldneck flanges *Pipe plate flanges *Pipe reducing flanges *Pipe slipon flanges *Pipe socketweld flanges *Pipe spectacle blind flanges *Pipe threaded flanges *Pipe toilet flanges *Pipe weldneck flanges *Specialized pipe fittings and flanges,1,1,,,0
Canada federal,Canada,Other,*Torque tools,1,1,,,0
Canada federal,Canada,Other,*Industrial management,1,1,,,0
Canada federal,Canada,Other,*Reference books *Reading books and resources,1,1,,,0
Canada federal,Canada,Other,*Structural formwork *Structural formwork accessory *Structural steel erection services *Structural engineering,1,1,,,0
Canada federal,Canada,Other,*Building construction management *Landscape architecture and design service,1,1,,,0
Canada federal,Canada,Other,*Horticulture *Floriculture services,1,1,,,0
Canada federal,Canada,Other,*Drainage services,1,1,,,0
Canada federal,Canada,Other,*Boiler or heater igniter *Boiler parts and accessories *Boilers *Boiler and furnace construction and maintenance services,1,1,,,0
Canada federal,Canada,Other,*Vocational training *Accreditation or re-accreditation service,1,1,,,0
Canada federal,Canada,Other,*Quality control *Materials or product inspection,1,1,,,0
Canada federal,Canada,Other,*Supply of water *Chilled water,1,1,,,0
Canada federal,Canada,Other,*Paving equipment *Paving slab *Highway and road paving service *Highway and road resurfacing service *Sidewalk construction and repair service,1,1,,,0
Canada federal,Canada,Other,*Water pollution *Water or aqueous testing *Microbiological testing *Metals testing *Inorganics testing *Semi-volatile organics testing *Volatile organic compounds testing *Non-drinking water or aqueous testing *Non drinking water microbiological testing *Non drinking water metals testing *Non drinking water inorganics testing *Non drinking water semi-volatile organics testing *Non drinking water volatile organic compounds testing *Water quality control management *Water treatment services,1,1,,,0
Canada federal,Canada,Other,*Electrical cable laying service *Electric power system construction service *Electronic controls installation service *Electrical equipment maintenance and repair service,1,1,,,0
Canada federal,Canada,Other,*Earth and stone *Stone blocks *Masonry and stonework services,1,1,,,0
Canada federal,Canada,Other,*Waterproofing agents *Bridge construction and repair service *Dam engineering,1,1,,,0
Canada federal,Canada,Other,*Environmental management *Polluted soil treatment or rehabilitation,1,1,,,0
Canada federal,Canada,Other,*Audio amplifier,1,1,,,0
Canada federal,Canada,Other,*Engine oil *General purpose lubricants,1,1,,,0
Canada federal,Canada,Other,*Water testing and conservation and ecology *Water testing services *Building and facility maintenance and repair services *Environmental management *Soil pollution *Soil pollution measurement or monitoring *Surface water pollution monitoring or control services *Groundwater pollution monitoring or control services *Non-drinking water or aqueous testing,1,1,,,0
Canada federal,Canada,Other,*Monitor arms or stands *Office furniture *Screens for panel systems *Work surfaces for panel systems *Worksurfaces,1,1,,,0
Canada federal,Canada,Other,*Seismic services *Marine construction services *Professional engineering services *Harbor or water ports engineering *Geotechnical or geoseismic engineering,1,1,,,0
Canada federal,Canada,Other,*Fishery resources protection or conservation *Fish hatcheries *Building and facility maintenance and repair services *Nonresidential building construction services *Water main construction service *Marine construction services *Roofing and siding and sheet metal services *Concrete installation and repair services *Specialty building and trades services *Building construction management,1,1,,,0
Canada federal,Canada,Other,*Indicators and Reagents,1,1,,,0
Canada federal,Canada,Other,*Barriers *Toxic and hazardous waste cleanup products,1,1,,,0
Canada federal,Canada,Other,*Basketball backboards *Basketball backstop,1,1,,,0
Canada federal,Canada,Other,*Tugboat services *Naval architecture *Marine engineering,1,1,,,0
Canada federal,Canada,Other,*Restaurant chairs *Tabletops *Chairs *Tables *Dining table,1,1,,,0
Canada federal,Canada,Other,*Elements and gases *Hydrogen H *Fuels *Gaseous fuels and additives *Power sources *Power generation *Professional engineering services,1,1,,,0
Canada federal,Canada,Other,"*Education and Training Services *Training planning, facilitation and delivery services *Training workshop service",1,1,,,0
Canada federal,Canada,Other,*Industrial Manufacturing and Processing Machinery and Accessories *Service Industry Machinery and Equipment and Supplies,1,1,,,0
